,index,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,occupancy_rate,annual_rental_income,investment_score
0,1,27979,"Easy going landlord,easy place",120541,Emy,Bang Na,13.66818,100.61674,Private room,1316.0,1,0,0.0,2,358,0,0.019178082191780854,9212.000000000015,0.3105988726636381
1,2,28745,modern-style apartment in Bangkok,123784,Familyroom,Bang Kapi,13.75232,100.62402,Private room,800.0,60,0,0.0,1,365,0,0.0,0.0,0.2709741002626685
2,3,35780,Spacious one bedroom at The Kris Condo Bldg. 3,153730,Sirilak,Din Daeng,13.78823,100.57256,Private room,1286.0,7,2,0.03,1,323,1,0.1150684931506849,54011.99999999998,0.40780695945946244
3,4,941865,Suite Room 3 at MetroPoint,610315,Kasem,Bang Kapi,13.76872,100.63338,Private room,1905.0,1,0,0.0,3,365,0,0.0,0.0,0.2709741002626685
4,6,48736,Condo with Chaopraya River View,222005,Athitaya,Rat Burana,13.68556,100.49535,Private room,1558.0,3,1,0.01,1,365,0,0.0,0.0,0.13606282981322818
5,9,952677,Standard Room Decor do Hostel,5171292,Somsak,Khlong San,13.7204,100.50757,Private room,700.0,2,4,0.03,10,87,0,0.7616438356164383,194600.0,0.3659777409752933
6,10,55681,Sathorn Terrace Apartment(61),263049,Tor,Bang Rak,13.71934,100.5176,Private room,1150.0,2,27,0.19,7,320,0,0.12328767123287676,51750.00000000002,0.4183083796413036
7,15,62217,Luxury@swimpool/FreeWiFi/nearJJMkt,302658,Srisuk,Phaya Thai,13.79152,100.53982,Private room,4156.0,1,0,0.0,1,365,0,0.0,0.0,0.4288147642029191
8,20,960858,"New, Stylish & Luxury Studio Condo",3769704,Pat,Sai Mai,13.9077,100.64473,Private room,1500.0,1,0,0.0,1,365,0,0.0,0.0,0.12147281977264678
9,21,113744,River View - Ivy Condo (1 Bedroom),578110,Muay,Rat Burana,13.68568,100.49231,Private room,1385.0,30,0,0.0,1,365,0,0.0,0.0,0.13606282981322818
10,22,965722,Siamese Gioia on Sukhumvit 31,5265861,Chuchart,Vadhana,13.74444,100.57003,Private room,3775.0,30,3,0.05,1,364,0,0.002739726027397249,3774.999999999985,0.48270041526150653
11,27,121410,"MetroPoint Suite Room, Near Airport",610315,Kasem,Bang Kapi,13.76747,100.63287,Private room,1190.0,1,0,0.0,3,365,0,0.0,0.0,0.2709741002626685
12,28,145343,Boutique Rooms Near Bangkok Airport,703944,Parinya,Lat Krabang,13.721868,100.771713,Private room,1329.0,1,28,0.28,1,349,13,0.043835616438356206,21264.00000000002,0.4223855305909487
13,29,973830,BangLuang House1 @ Bangkok Thailand,5325919,วสวัตติ์,Bangkok Yai,13.73292,100.46413,Private room,2078.0,1,76,0.64,3,350,0,0.04109589041095896,31170.000000000044,0.22637781908066673
14,31,1823321,กรองทองแมนชั่น (ลาดพร้าว 81),9545111,Penjit,Wang Thong Lang,13.78938,100.6134,Private room,600.0,1,0,0.0,1,365,0,0.0,0.0,0.23114768485911438
15,36,169285,Stay at the ROARING RATCHADA!,806600,Frances,Huai Khwang,13.78118,100.58349,Private room,1316.0,1,0,0.0,1,365,0,0.0,0.0,0.4994247488471142
16,38,1842066,ICONSIAM River view  on 49th floor,9626074,Weera,Bang Rak,13.72287,100.51678,Private room,2500.0,180,15,0.14,1,88,0,0.7589041095890411,692500.0,0.4183083796413036
17,42,985743,Room with city view of BKK,5309669,Apiradee,Sathon,13.71803,100.54654,Private room,3500.0,3,0,0.0,3,363,0,0.005479452054794498,6999.999999999971,0.388707104105458
18,45,1016487,Private room in Bangkok,5594281,Yodying,Chatu Chak,13.82148,100.58326,Private room,350.0,30,0,0.0,1,365,0,0.0,0.0,0.3773556276912838
19,52,241416,Sukhumvit52 near SkyTrain to BkkCBD,960892,Vajirune,Phra Khanong,13.70169,100.5977,Private room,2251.0,3,0,0.0,1,365,0,0.0,0.0,0.34198416395463455
20,54,1028469,One Bedroom Suite- WIFI- SATHORN,2148220,Marvin,Sathon,13.71602,100.52663,Private room,2696.0,1,0,0.0,3,356,0,0.024657534246575352,24264.00000000001,0.388707104105458
21,55,1028486,STUDIO RM2 - WIFI- SATHORN,2148220,Marvin,Sathon,13.71798,100.52841,Private room,1736.0,1,4,0.04,3,356,0,0.024657534246575352,15624.000000000005,0.388707104105458
22,56,1035589,Quiet Double  Bed Apartment,4115838,Primrose,Thawi Watthana,13.79274,100.33377,Private room,1800.0,2,1,0.46,3,242,1,0.33698630136986296,221399.99999999997,0.19613667712853883
23,57,1035640,Quiet Double Bed Apartment,4115838,Primrose,Thawi Watthana,13.79315,100.33356,Private room,1800.0,2,0,0.0,3,256,0,0.29863013698630136,196199.99999999997,0.19613667712853883
24,60,1898332,"Apr. for rent full fur 1 bedroom, monthly",4837310,Veesa,Bang Na,13.67805,100.62451,Private room,400.0,180,0,0.0,1,364,0,0.002739726027397249,399.99999999999835,0.3105988726636381
25,62,313459,One Bed Room at Sukumvit 50 Bangkok,1611711,Nichapat,Khlong Toei,13.71513,100.5683,Private room,2226.0,1,0,0.0,1,364,0,0.002739726027397249,2225.999999999991,0.46137131030528616
26,68,1060320,Mix Dorm  Decor do Hostel,5171292,Somsak,Khlong San,13.72214,100.50752,Shared room,350.0,1,12,0.12,10,87,0,0.7616438356164383,97300.0,0.3659777409752933
27,70,1067748,5 mins by car from Chong Nonsi BTS Station,4154759,Mimi,Sathon,13.71498,100.53312,Private room,1543.0,1,40,0.46,4,149,10,0.5917808219178082,333288.0,0.388707104105458
28,74,385278,Nice River View Condominium 30 sq.m,1928343,Chanvit,Rat Burana,13.68426,100.49841,Private room,1558.0,1,0,0.0,1,365,0,0.0,0.0,0.13606282981322818
29,79,1086843,Near Bangkok more space than urban!,4937984,Sugarcane,Phra Nakhon,13.75135,100.49447,Shared room,5195.0,1,0,0.0,1,365,0,0.0,0.0,0.5603982406521189
30,81,397449,Cozy Studio Apt near Skytrain.(72/74),263049,Tor,Sathon,13.71782,100.51622,Private room,950.0,1,39,0.3,7,301,2,0.1753424657534246,60799.999999999985,0.388707104105458
31,85,1961981,S1 hostel (Dorm) Sathorn Bangkok,10138065,S1,Sathon,13.72157,100.54509,Shared room,330.0,1,82,0.83,3,358,0,0.019178082191780854,2310.0000000000036,0.388707104105458
32,88,1133843,เฮ้าส์โหมด House Mode,6220137,Prapussorn,Thon buri,13.72646255738608,100.49129336748284,Private room,800.0,1,0,0.0,1,365,0,0.0,0.0,0.5283619416135569
33,97,432004,STUDIO-WIFI-RAIN SHOWER-SATHORN,2148220,Marvin,Sathon,13.71922,100.5255,Private room,1736.0,1,14,0.12,3,356,0,0.024657534246575352,15624.000000000005,0.388707104105458
34,100,1976962,River Side Luxury View,10204823,Jahidul,Yan na wa,13.70497,100.55134,Private room,2500.0,1,0,0.0,1,364,0,0.002739726027397249,2499.99999999999,0.3863876864123612
35,108,2018775,Big quiet Studio for weekly monthly long term Stay,7454779,Lily Duangdao,Sathon,13.720317,100.54586,Private room,1629.0,4,4,0.7,7,82,4,0.7753424657534247,461007.0,0.388707104105458
36,109,2064413,BH : Double Room - Near BTS,8664261,Kriengkrai,Sathon,13.71659,100.51588,Private room,835.0,1,0,0.0,7,365,0,0.0,0.0,0.388707104105458
37,110,2065054,Suite with Balcony,8664261,Kriengkrai,Sathon,13.71655,100.51384,Private room,926.0,1,1,0.02,7,365,0,0.0,0.0,0.388707104105458
38,111,2065536,Room + Shared Shower Room near BTS,8664261,Kriengkrai,Sathon,13.71496,100.51406,Private room,866.0,1,0,0.0,7,365,0,0.0,0.0,0.388707104105458
39,112,2065699,BANGKOK HUB Studio Room+Shower Room,8664261,Kriengkrai,Sathon,13.718,100.51573,Private room,650.0,1,0,0.0,7,365,0,0.0,0.0,0.388707104105458
40,113,2067731,BANGKOK HUB : Standard Double Room,8664261,Kriengkrai,Sathon,13.71662,100.51572,Shared room,866.0,1,2,0.03,7,365,0,0.0,0.0,0.388707104105458
41,115,1151862,phiyapa,6313832,Psirivedin,Don Mueang,13.9277,100.58757,Private room,1250.0,1,0,0.0,1,365,0,0.0,0.0,0.3957266024616332
42,123,581755,Brand New room near Airport Railway,2864425,Urcha,Bang Kapi,13.75056,100.60844,Private room,1316.0,5,1,0.01,1,364,0,0.002739726027397249,1315.9999999999945,0.2709741002626685
43,124,2068972,State tower riverview 42th freewifi,10581237,Anchana,Bang Rak,13.72225,100.51642,Private room,2061.0,30,11,0.1,4,365,0,0.0,0.0,0.4183083796413036
44,125,2069445,1Br riverview 42th State tower wifi,10581237,Anchana,Bang Rak,13.72221,100.51568,Private room,2061.0,30,3,0.03,4,365,0,0.0,0.0,0.4183083796413036
45,128,1218098,Transit DMK & Not far from Impact,6647138,NiNew,Lak Si,13.88974,100.56257,Private room,800.0,1,27,0.23,4,353,0,0.0328767123287671,9599.999999999993,0.25075928926196545
46,130,1218842,F/F Studio APT For Rent. ARI BTS.,6648722,Taweewat  (Ken),Phaya Thai,13.78148,100.54868,Private room,1088.0,2,1,0.02,2,365,0,0.0,0.0,0.4288147642029191
47,141,1244333,"Private Room@Chatuchak,BTS,JJ market,DMK airport",2087671,Apipu,Phaya Thai,13.79221,100.54631,Private room,399.0,1,33,0.78,1,0,0,1.0,145635.0,0.4288147642029191
48,143,2077641,1BR River view 19th State tower,10581237,Anchana,Bang Rak,13.72007,100.51711,Private room,1300.0,30,3,0.03,4,365,0,0.0,0.0,0.4183083796413036
49,144,2077825,Le Siam heritage Residence,10581237,Anchana,Bang Rak,13.72063,100.51611,Private room,1300.0,30,0,0.0,4,365,0,0.0,0.0,0.4183083796413036
50,148,1255386,SSIP HOME-15minWalkKhaosan-FreeBreakfast-TripleBed,6838199,Sirikamol,Dusit,13.77073,100.50478,Private room,7500.0,1,0,0.0,3,365,0,0.0,0.0,0.11627833615483785
51,153,742497,Chao Phraya Rumors,3837874,Fr,Samphanthawong,13.73989,100.50179,Private room,1732.0,5,1,0.01,1,365,0,0.0,0.0,0.2683384664419226
52,154,1323380,Master Suite in Pool Villa,2975807,Ingo,Vadhana,13.74618,100.55168,Private room,9600.0,28,1,0.01,2,365,0,0.0,0.0,0.48270041526150653
53,165,808870,Chambre privée en condominium,4255924,Arnaud,Khlong Toei,13.73684,100.55488,Private room,1500.0,7,0,0.0,1,365,0,0.0,0.0,0.46137131030528616
54,174,1344388,comfortable in Bangkok Near MRT,2653642,Hab,Din Daeng,13.77126,100.57088,Private room,1200.0,2,0,0.0,1,365,0,0.0,0.0,0.40780695945946244
55,178,1394285,Superior Double Room Near Airport,7489121,Anis,Suanluang,13.73789,100.64271,Private room,850.0,1,8,0.11,10,365,1,0.0,0.0,0.21380635382467506
56,179,1395513,Superior Twin Room Near Airport,7489121,Anis,Suanluang,13.73613,100.64319,Private room,1050.0,1,0,0.0,10,365,0,0.0,0.0,0.21380635382467506
57,180,1400351,Studio in Beung Kum,7489121,Anis,Bueng Kum,13.78327,100.67124,Private room,700.0,1,3,0.07,10,365,0,0.0,0.0,0.19076768342258146
58,181,1404697,Superior Double Room Near Yanhen Hospital,7489121,Anis,Bang Phlat,13.80698,100.5121,Private room,1050.0,1,0,0.0,10,365,0,0.0,0.0,0.5268794398998399
59,182,1405480,Superior Twin Room Near Yanhee Hospital,7489121,Anis,Bang Phlat,13.80657,100.51192,Private room,1050.0,1,0,0.0,10,365,0,0.0,0.0,0.5268794398998399
60,183,1406065,Superior Db Rm Near Yanhee Hospital,7489121,Anis,Bang Phlat,13.80685,100.5125,Private room,1050.0,1,0,0.0,10,365,0,0.0,0.0,0.5268794398998399
61,185,2175246,Family Apartment for rent.,11095276,Jirajate,Wang Thong Lang,13.77933,100.61957,Private room,4873.0,1,0,0.0,1,365,0,0.0,0.0,0.23114768485911438
62,186,852308,วรภาดา น้อยพันธ์,4414621,Catroom,Bang Rak,13.7318,100.52351,Private room,980.0,1,0,0.0,1,365,0,0.0,0.0,0.4183083796413036
63,200,866329,Entire Studio center of Bangkok,4549405,Carlos,Bang Rak,13.72479,100.53039,Private room,728.0,21,11,0.1,2,316,4,0.13424657534246576,35672.0,0.4183083796413036
64,204,881208,New 1BR in Sathorn near Skytrain!,4549405,Carlos,Bang Rak,13.72386,100.52563,Private room,800.0,180,0,0.0,2,365,0,0.0,0.0,0.4183083796413036
65,206,889909,Spare room in a gated compound,4721867,Annie,Bang Na,13.65979,100.60643,Private room,700.0,1,4,0.04,1,365,0,0.0,0.0,0.3105988726636381
66,210,904353,Cozy Studio Sleep3 at Phattanakan 26,4836941,GrongGaew,Suanluang,13.73693,100.61644,Private room,1004.0,2,0,0.0,4,365,0,0.0,0.0,0.21380635382467506
67,211,906203,1 BR on Srinakrin Rd. Parkland,4850305,Dujdao,Bang Na,13.65441,100.64548,Private room,797.0,1,0,0.0,1,362,0,0.008219178082191747,2390.99999999999,0.3105988726636381
68,214,1444053,Cozy 7th,7753623,Kia,Chatu Chak,13.79616,100.56478,Private room,1636.0,2,0,0.0,1,179,0,0.5095890410958904,304296.0,0.3773556276912838
69,221,1452584,Quiet&Cozy Place on Thong Lor Street,578672,Warin,Vadhana,13.73862,100.585,Private room,1049.0,3,1,0.01,1,365,0,0.0,0.0,0.48270041526150653
70,223,1453230,LumpiniVille Prachachuen-Phongphet2,7795450,Kirawut,Vadhana,13.7214,100.58484,Private room,1758.0,1,0,0.0,1,365,0,0.0,0.0,0.48270041526150653
71,226,923795,3BR 300 SqM Apt near BTS PhromPhong,4968824,Sanjay,Khlong Toei,13.72468,100.56838,Private room,3000.0,1,0,0.0,1,365,0,0.0,0.0,0.46137131030528616
72,229,2368635,iSanook Eco Studio 6,8663142,ISanook Hotel,Bang Rak,13.7319,100.52255,Private room,1800.0,30,6,0.06,45,320,0,0.12328767123287676,81000.00000000003,0.4183083796413036
73,230,2368771,iSanook Studio 32 sqm 5,8663142,ISanook Hotel,Bang Rak,13.732,100.52294,Private room,2100.0,30,3,0.03,45,357,1,0.021917808219178103,16800.000000000015,0.4183083796413036
74,231,2375378,iSanook Family Suite Deluxe 67 sqm 3,8663142,ISanook Hotel,Bang Rak,13.7332,100.52094,Private room,3900.0,30,1,0.24,45,330,1,0.09589041095890416,136500.00000000006,0.4183083796413036
75,233,933070,Yoong Thong Double Standard Room,1203066,Tienchai,Min Buri,13.78318,100.74785,Private room,1620.0,30,0,0.0,2,365,0,0.0,0.0,0.15992057334957688
76,234,933092,Rachapruk Twin Standard Room,1203066,Tienchai,Min Buri,13.78115,100.7482,Private room,1620.0,1,0,0.0,2,365,0,0.0,0.0,0.15992057334957688
77,239,941803,Suite Room 1 at MetroPoint,610315,Kasem,Bang Kapi,13.7703,100.63148,Private room,1905.0,1,0,0.0,3,365,0,0.0,0.0,0.2709741002626685
78,241,2390092,Central Bangkok Condominium,12208490,Aggarat,Huai Khwang,13.77302,100.57755,Private room,1212.0,1,0,0.0,1,365,0,0.0,0.0,0.4994247488471142
79,243,2516683,iSanook Family Suite Deluxe 67 sqm 2,8663142,ISanook Hotel,Bang Rak,13.73155,100.52129,Private room,3700.0,30,6,0.07,45,330,0,0.09589041095890416,129500.00000000007,0.4183083796413036
80,244,2517068,Songphra Suite Deluxe 45sqm - Women,8663142,ISanook Hotel,Bang Rak,13.7334,100.52328,Private room,900.0,30,4,0.04,45,301,0,0.1753424657534246,57599.99999999998,0.4183083796413036
81,245,2526869,iSanook Student Studio Sublevel 4,8663142,ISanook Hotel,Bang Rak,13.73391,100.52297,Private room,1500.0,30,6,0.06,45,302,1,0.17260273972602735,94499.99999999997,0.4183083796413036
82,246,2526921,iSanook Student Studio Sublevel 1,8663142,ISanook Hotel,Bang Rak,13.73205,100.5234,Private room,1500.0,30,4,0.05,45,321,0,0.1205479452054794,65999.99999999997,0.4183083796413036
83,254,2547082,iSanook Studio 32 sqm 4,8663142,ISanook Hotel,Bang Rak,13.73386,100.52322,Private room,2100.0,30,0,0.0,45,217,0,0.4054794520547945,310800.0,0.4183083796413036
84,255,2548283,iSanook Suite Deluxe 45 sqm 4,8663142,ISanook Hotel,Bang Rak,13.73227,100.52112,Private room,2743.0,30,3,0.03,45,341,0,0.0657534246575342,65831.99999999996,0.4183083796413036
85,256,2548310,iSanook Suite 34 sqm 5,8663142,ISanook Hotel,Bang Rak,13.7319,100.52202,Private room,1900.0,30,10,0.1,45,323,1,0.1150684931506849,79799.99999999999,0.4183083796413036
86,258,2561402,Luxury Apartment type 06,11772331,Nantiruj,Khlong Toei,13.73833,100.55635,Private room,1347.0,2,40,0.38,5,330,1,0.09589041095890416,47145.00000000003,0.46137131030528616
87,259,2578949,"Bangkok,Room  near JJ market/BTS",12886109,Darawan,Chatu Chak,13.81674,100.56603,Private room,1200.0,30,0,0.0,1,363,0,0.005479452054794498,2399.99999999999,0.3773556276912838
88,260,2407073,8-bed Room/in Ratchada/Wifi,12304405,Siamaze,Din Daeng,13.78653,100.56912,Private room,2000.0,1,23,0.22,8,90,0,0.7534246575342466,550000.0,0.40780695945946244
89,262,1515778,"Bangkok near BTS Cosy Room Wifi, host take care",8093424,Tesue,Vadhana,13.70992,100.59918,Shared room,712.0,2,1,0.02,1,355,0,0.0273972602739726,7120.0,0.48270041526150653
90,265,2579342,iSanook Suite Deluxe 45 sqm 5,8663142,ISanook Hotel,Bang Rak,13.73217,100.52297,Private room,2743.0,30,1,0.01,45,341,0,0.0657534246575342,65831.99999999996,0.4183083796413036
91,266,2586938,iSanook Suite Deluxe 45 sqm 3,8663142,ISanook Hotel,Bang Rak,13.73352,100.52143,Private room,2686.0,30,2,0.02,45,341,0,0.0657534246575342,64463.999999999956,0.4183083796413036
92,267,2409441,Bangna Condo quiet and big park,12314253,Thanapat,Bang Na,13.65487,100.64337,Private room,1732.0,15,1,0.01,1,365,0,0.0,0.0,0.3105988726636381
93,268,2413865,Private Double Room in Ratchada/Ensuit/WiFi,12304405,Siamaze,Din Daeng,13.7863,100.57026,Private room,943.0,1,5,0.05,8,357,2,0.021917808219178103,7544.000000000007,0.40780695945946244
94,269,2587195,iSanook Studio 32 sqm 1,8663142,ISanook Hotel,Bang Rak,13.73418,100.5226,Private room,1957.0,30,3,0.03,45,341,1,0.0657534246575342,46967.99999999997,0.4183083796413036
95,270,2590896,Bangkok Homestay near Metro & BTS,13263993,Natty,Bang Sue,13.83165,100.52765,Private room,418.0,2,0,0.0,1,365,0,0.0,0.0,0.32351149456106876
96,277,2433970,k79room near BTS Onnut,12441237,Warut,Vadhana,13.70811,100.60112,Shared room,400.0,1,4,0.04,1,365,0,0.0,0.0,0.48270041526150653
97,284,2454945,iSanook Suite Deluxe 45 sqm 2,8663142,ISanook Hotel,Bang Rak,13.73167,100.52116,Private room,2650.0,30,4,0.04,45,341,0,0.0657534246575342,63599.999999999956,0.4183083796413036
98,285,2455101,iSanook Suite 34 sqm 4,8663142,ISanook Hotel,Bang Rak,13.7344,100.52201,Private room,1900.0,30,18,0.17,45,337,3,0.0767123287671233,53200.000000000015,0.4183083796413036
99,291,2455998,iSanook Student Studio Sublevel 3,8663142,ISanook Hotel,Bang Rak,13.73337,100.52274,Private room,1500.0,30,10,0.09,45,189,1,0.4821917808219178,264000.0,0.4183083796413036
100,292,2461997,Bed in 4-bed Mixed Dorm in Ratchada/WiFi,12304405,Siamaze,Din Daeng,13.78542,100.56921,Shared room,456.0,1,4,0.04,8,353,0,0.0328767123287671,5471.999999999995,0.40780695945946244
101,298,2468256,iSanook Student Studio Sublevel 5,8663142,ISanook Hotel,Bang Rak,13.73208,100.52062,Private room,1500.0,30,7,0.07,45,234,0,0.35890410958904106,196499.99999999997,0.4183083796413036
102,299,2468803,iSanook Studio 32 sqm 2,8663142,ISanook Hotel,Bang Rak,13.73397,100.52272,Private room,2100.0,30,7,0.07,45,336,0,0.07945205479452055,60900.0,0.4183083796413036
103,300,2469023,iSanook Eco Studio 4,8663142,ISanook Hotel,Bang Rak,13.73229,100.52286,Private room,1700.0,30,5,0.05,45,336,0,0.07945205479452055,49300.0,0.4183083796413036
104,302,1629978,iSanook Eco Studio 7,8663142,ISanook Hotel,Bang Rak,13.73244,100.52204,Private room,1800.0,30,21,0.19,45,336,0,0.07945205479452055,52200.0,0.4183083796413036
105,303,1630348,BANGKOK HUB DORM public transport,8664261,Kriengkrai,Sathon,13.71711,100.51524,Shared room,490.0,2,27,0.25,7,365,0,0.0,0.0,0.388707104105458
106,304,1630813,iSanook Suite Deluxe 45 sqm 1,8663142,ISanook Hotel,Bang Rak,13.73232,100.52336,Private room,2700.0,30,8,0.07,45,327,0,0.1041095890410959,102600.00000000001,0.4183083796413036
107,305,1630920,iSanook Studio 32 sqm 6,8663142,ISanook Hotel,Bang Rak,13.73241,100.52168,Private room,2100.0,30,23,0.21,45,357,0,0.021917808219178103,16800.000000000015,0.4183083796413036
108,306,1631106,iSanook Family Suite Deluxe 67 sqm 1,8663142,ISanook Hotel,Bang Rak,13.73195,100.52318,Private room,3657.0,30,33,0.3,45,330,1,0.09589041095890416,127995.00000000007,0.4183083796413036
109,308,1642375,"Deluxe studio 45sqm,TheUpRama3,Kitchen,Kid’sClub",8717079,Kriengsak,Yan na wa,13.70249,100.53757,Private room,7343.0,1,1,0.03,8,349,0,0.043835616438356206,117488.00000000012,0.3863876864123612
110,309,1647608,iSanook Suite 34 sqm 1,8663142,ISanook Hotel,Bang Rak,13.73288,100.52328,Private room,2450.0,30,15,0.14,45,320,2,0.12328767123287676,110250.00000000004,0.4183083796413036
111,318,2712577,Adagio Bangkok Hotel,13882126,Adagio Bangkok,Khlong Toei,13.71747,100.5804,Private room,1300.0,1,1,0.02,6,365,0,0.0,0.0,0.46137131030528616
112,319,3639111,French Vintage Around the World B&B 中文服務 華語溝通,15039858,Around The World B&B,Suanluang,13.73749,100.63279,Private room,8000.0,1,14,0.15,10,365,0,0.0,0.0,0.21380635382467506
113,320,3656982,Siam City....Around the World B&B 中文服務 華語溝通,15039858,Around The World B&B,Suanluang,13.73618,100.63117,Private room,950.0,1,13,0.13,10,364,0,0.002739726027397249,949.999999999996,0.21380635382467506
114,323,2479364,NJ cozy room - Airport link Ram,12679348,Kanokon,Suanluang,13.7447,100.60093,Private room,1801.0,30,3,0.03,2,312,0,0.14520547945205475,95452.99999999999,0.21380635382467506
115,325,2714351,"double bed, comfortable, Adagio Bangkok(Superior)",13882126,Adagio Bangkok,Khlong Toei,13.70597,100.59998,Private room,1050.0,1,1,0.02,6,358,0,0.019178082191780854,7350.000000000013,0.46137131030528616
116,330,4313485,Downtown Condo 2 mins from BTS,22392397,Gün,Vadhana,13.71805,100.59001,Private room,4429.0,3,0,0.0,1,365,0,0.0,0.0,0.48270041526150653
117,333,3713433,WildWest Room..Around the World B&B 中文服務 華語溝通,15039858,Around The World B&B,Suanluang,13.73584,100.63094,Private room,950.0,1,3,0.03,10,364,0,0.002739726027397249,949.999999999996,0.21380635382467506
118,334,3713536,Little India...Around the World B&B 中文服務 華語溝通,15039858,Around The World B&B,Suanluang,13.73601,100.63298,Private room,800.0,1,9,0.09,10,364,0,0.002739726027397249,799.9999999999967,0.21380635382467506
119,335,3714702,Sumo Village...Around the World B&B 中文服務 華語溝通,15039858,Around The World B&B,Suanluang,13.736,100.63322,Private room,742.0,1,9,0.09,10,364,0,0.002739726027397249,741.9999999999968,0.21380635382467506
120,337,3716321,Comfort Condominium in Center BKK,7955610,Coco,Din Daeng,13.75941,100.55571,Private room,1500.0,3,0,0.0,2,365,0,0.0,0.0,0.40780695945946244
121,338,4327609,NEW 2 bedrm condo/next to BTS OnNut,22471584,Attapol,Vadhana,13.708,100.60072,Private room,1500.0,31,25,0.25,1,332,2,0.09041095890410955,49499.999999999985,0.48270041526150653
122,339,4344588,"Designer's House, 5 mins to skytrain, Vintage Room",6906718,Anne Araya,Phra Khanong,13.69952,100.6077,Private room,890.0,1,10,0.13,25,332,0,0.09041095890410955,29369.99999999999,0.34198416395463455
123,340,4348740,Urbano Absolute Sathorn Taksin,3679295,Natee,Khlong San,13.72156,100.50605,Private room,727.0,90,1,0.02,1,302,0,0.17260273972602735,45800.99999999999,0.3659777409752933
124,341,2740249,AMAZING APARTMENT127Y IN BKK CITY,13944803,Rattana,Phaya Thai,13.78647,100.54773,Private room,1857.0,365,17,0.17,2,365,0,0.0,0.0,0.4288147642029191
125,344,4367067,Female Dorm Room 4 Bunk Beds,7472382,Chatri,Ratchathewi,13.75285,100.53742,Shared room,450.0,1,25,0.28,10,365,0,0.0,0.0,0.513499304220907
126,351,2805935,"Only12$, Private Aircondition Room.",5072454,Ko,Saphan Sung,13.77458,100.67411,Private room,390.0,1,16,0.15,2,354,0,0.03013698630136985,4289.999999999998,0.21605147845775463
127,354,4398507,Boutique Serviced Apartments BKK,22183746,Hathai,Bang Kho laen,13.70968,100.51419,Private room,2087.0,1,0,0.0,3,365,0,0.0,0.0,0.3170063900297341
128,355,2813164,Feung Nakorn Room with Breakfast in Old town BKK,14391623,Sasi,Phra Nakhon,13.74771,100.49931,Private room,3545.0,1,61,0.62,24,360,6,0.013698630136986356,17725.000000000073,0.5603982406521189
129,358,4405871,Bangkok Exclusive Serviced Apartmen,22183746,Hathai,Bang Rak,13.73244,100.5216,Private room,1879.0,1,0,0.0,3,364,0,0.002739726027397249,1878.9999999999923,0.4183083796413036
130,361,2819341,iSanook Eco Studio 5,8663142,ISanook Hotel,Bang Rak,13.73427,100.52155,Private room,1757.0,30,4,0.04,45,325,0,0.1095890410958904,70280.0,0.4183083796413036
131,365,3761988,Private Boutique Room 10min 2 Skytrain free WiFi,19266319,Alex,Vadhana,13.73094,100.5954,Private room,630.0,1,45,0.57,36,349,0,0.043835616438356206,10080.00000000001,0.48270041526150653
132,368,3772304,"Private Rooms Entire flr up to 6pax, WiFi, Market",19266319,Alex,Vadhana,13.73198,100.59549,Private room,800.0,1,12,0.14,36,164,1,0.5506849315068494,160800.00000000003,0.48270041526150653
133,371,2945910,Room Bali Hut..Around the World B&B 中文服務 華語溝通,15039858,Around The World B&B,Suanluang,13.73754,100.63129,Private room,700.0,1,37,0.38,10,364,0,0.002739726027397249,699.9999999999972,0.21380635382467506
134,376,2960072,2BR Family friendly B&B in old town BKK,14391623,Sasi,Phra Nakhon,13.74941,100.49719,Private room,3892.0,1,2,0.03,24,363,0,0.005479452054794498,7783.999999999968,0.5603982406521189
135,377,3795275,The Prime 11 in Sukhumvit11 BTS NANA and Nightlife,19490163,Teravit,Vadhana,13.74474,100.55718,Private room,1250.0,30,1,0.02,1,179,0,0.5095890410958904,232500.0,0.48270041526150653
136,379,2972032,"Natural light, Entire room near MRT Ladprao 500m",1766624,Sai,Chatu Chak,13.80406,100.57064,Private room,517.0,15,0,0.0,1,330,0,0.09589041095890416,18095.00000000001,0.3773556276912838
137,380,3804292,Solo Express Bangkok,19548464,Solo Express,Suanluang,13.70719,100.60582,Private room,1700.0,1,0,0.0,1,365,0,0.0,0.0,0.21380635382467506
138,381,4443639,1 bdr with 349sqm shared living space,22945905,Suphakorn,Khlong Toei,13.71762,100.57892,Private room,5000.0,31,0,0.0,1,358,0,0.019178082191780854,35000.00000000006,0.46137131030528616
139,384,2988144,Convenience Condo in Bangkok (MRT),7955610,Coco,Din Daeng,13.79827,100.57379,Private room,2200.0,3,0,0.0,2,364,0,0.002739726027397249,2199.999999999991,0.40780695945946244
140,385,2996027,Clean Comfy at Chidlom 2 mins toBTS,15270186,Gee,Parthum Wan,13.74468,100.543,Private room,1586.0,1,15,0.15,8,362,0,0.008219178082191747,4757.999999999981,0.46579112527398964
141,392,3847105,Gorgeous place 10 min walk to BTS,19831807,Hashu,Khlong Toei,13.71097,100.58523,Private room,1000.0,3,0,0.0,1,362,0,0.008219178082191747,2999.9999999999873,0.46137131030528616
